date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:46:24	29172/29172	---M--	200	added ('OK')	font/woff	date:Thu,%2027%20Apr%202023%2015:48:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin_cyrillic-500.woff	Android/Android/www.android.com/static/_fonts/roboto-v20-latin_cyrillic-500.woff	(from https://www.android.com/)
17:46:24	804179/804179	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/ru_ru/	Android/Android/www.android.com/intl/ru_ru/index.html	(from https://www.android.com/)
17:46:27	22536/22536	---M--	200	added ('OK')	font/woff2	date:Thu,%2020%20Jul%202023%2022:48:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin_cyrillic-700.woff2	Android/Android/www.android.com/static/_fonts/roboto-v20-latin_cyrillic-700.woff2	(from https://www.android.com/)
17:46:27	793792/793792	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/sv_se/	Android/Android/www.android.com/intl/sv_se/index.html	(from https://www.android.com/)
17:46:28	807779/807779	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/th_th/	Android/Android/www.android.com/intl/th_th/index.html	(from https://www.android.com/)
17:46:29	28856/28856	---M--	200	added ('OK')	font/woff	date:Tue,%2027%20Jun%202023%2017:28:00%20GMT	https://www.android.com/static/_fonts/roboto-v20-latin_cyrillic-700.woff	Android/Android/www.android.com/static/_fonts/roboto-v20-latin_cyrillic-700.woff	(from https://www.android.com/)
17:46:35	65112/65112	---M--	200	added ('OK')	font/woff2	date:Tue,%2027%20Jun%202023%2017:28:00%20GMT	https://www.android.com/static/_fonts/GoogleSans-Regular.woff2	Android/Android/www.android.com/static/_fonts/GoogleSans-Regular.woff2	(from https://www.android.com/)
17:46:36	795705/795705	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/tr_tr/	Android/Android/www.android.com/intl/tr_tr/index.html	(from https://www.android.com/)
17:46:36	798315/798315	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/vi_vn/	Android/Android/www.android.com/intl/vi_vn/index.html	(from https://www.android.com/)
17:46:46	96228/96228	---M--	200	added ('OK')	font/woff	date:Fri,%2030%20Jun%202023%2018:58:00%20GMT	https://www.android.com/static/_fonts/GoogleSans-Regular.woff	Android/Android/www.android.com/static/_fonts/GoogleSans-Regular.woff	(from https://www.android.com/)
17:46:47	794659/794659	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/zh-CN_cn/	Android/Android/www.android.com/intl/zh-CN_cn/index.html	(from https://www.android.com/)
17:46:48	795242/795242	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/zh-TW_tw/	Android/Android/www.android.com/intl/zh-TW_tw/index.html	(from https://www.android.com/)
17:46:48	65492/65492	---M--	200	added ('OK')	font/woff2	date:Fri,%2030%20Jun%202023%2018:58:00%20GMT	https://www.android.com/static/_fonts/GoogleSans-Medium.woff2	Android/Android/www.android.com/static/_fonts/GoogleSans-Medium.woff2	(from https://www.android.com/)
17:46:48	794844/794844	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/intl/zh-HK_hk/	Android/Android/www.android.com/intl/zh-HK_hk/index.html	(from https://www.android.com/)
17:46:49	96640/96640	---M--	200	added ('OK')	font/woff	date:Thu,%2027%20Apr%202023%2015:48:00%20GMT	https://www.android.com/static/_fonts/GoogleSans-Medium.woff	Android/Android/www.android.com/static/_fonts/GoogleSans-Medium.woff	(from https://www.android.com/)
17:46:50	64480/64480	---M--	200	added ('OK')	font/woff2	date:Thu,%2027%20Apr%202023%2015:48:00%20GMT	https://www.android.com/static/_fonts/GoogleSans-Bold.woff2	Android/Android/www.android.com/static/_fonts/GoogleSans-Bold.woff2	(from https://www.android.com/)
17:46:52	95460/95460	---M--	200	added ('OK')	font/woff	date:Thu,%2002%20Nov%202023%2022:48:00%20GMT	https://www.android.com/static/_fonts/GoogleSans-Bold.woff	Android/Android/www.android.com/static/_fonts/GoogleSans-Bold.woff	(from https://www.android.com/)
17:46:53	2811/2811	---M--	200	added ('OK')	text/css	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_css/base.min.css?cache=72d79fa	Android/Android/www.android.com/static/_css/base.minf98f.css	(from https://www.android.com/)
17:46:55	126364/126364	---M--	200	added ('OK')	text/css	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_css/home.min.css?cache=ff36332	Android/Android/www.android.com/static/_css/home.mina3ef.css	(from https://www.android.com/)
17:46:56	1658/1658	---M--	200	added ('OK')	text/css	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_css/sticky-dialog.min.css?cache=7ab12e5	Android/Android/www.android.com/static/_css/sticky-dialog.minf6ee.css	(from https://www.android.com/)
17:46:58	10400/10400	---M--	200	added ('OK')	text/css	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_css/survey.min.css?cache=438c02b	Android/Android/www.android.com/static/_css/survey.min1688.css	(from https://www.android.com/)
17:47:02	7490/7490	---M--	200	added ('OK')	text/javascript	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_js/tracking.min.js?cache=6fc95c0	Android/Android/www.android.com/static/_js/tracking.min075b.js	(from https://www.android.com/)
17:47:04	2347/2347	---M--	200	added ('OK')	text/javascript	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_js/cookie-banner.min.js?cache=18b711f	Android/Android/www.android.com/static/_js/cookie-banner.mind8ec.js	(from https://www.android.com/)
17:47:07	9634/9634	---M--	200	added ('OK')	text/javascript	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_js/sticky-dialog.min.js	Android/Android/www.android.com/static/_js/sticky-dialog.min.js	(from https://www.android.com/)
17:47:08	245/245	---M--	302	error ('Found')	text/html	date:Tue,%2028%20May%202024%2021:47:06%20GMT	https://www.android.com/updates/	Android/Android/www.android.com/updates/index.html	(from https://www.android.com/)
17:47:11	31366/31366	---M--	200	added ('OK')	text/javascript	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_js/survey.min.js	Android/Android/www.android.com/static/_js/survey.min.js	(from https://www.android.com/)
17:47:12	833483/833483	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/android-14/	Android/Android/www.android.com/android-14/index.html	(from https://www.android.com/)
17:47:20	97018/97018	---M--	200	added ('OK')	text/javascript	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/static/_js/home.min.js?cache=d2e59fa	Android/Android/www.android.com/static/_js/home.mina04e.js	(from https://www.android.com/)
17:47:53	732192/732192	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/safety/	Android/Android/www.android.com/safety/index.html	(from https://www.android.com/)
17:47:53	1053688/1053688	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/ai/	Android/Android/www.android.com/ai/index.html	(from https://www.android.com/)
17:47:56	2649/2649	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:47:55%20GMT	https://www.android.com/intl/da_dk/=w16	Android/Android/www.android.com/intl/da_dk/=w16.23.delayed	(from https://www.android.com/intl/da_dk/)
17:48:10	747753/747753	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/accessibility/	Android/Android/www.android.com/accessibility/index.html	(from https://www.android.com/)
17:48:11	378225/378225	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2000:38:00%20GMT	https://www.android.com/enterprise/	Android/Android/www.android.com/enterprise/index.html	(from https://www.android.com/)
17:48:12	840644/840644	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/google-messages/	Android/Android/www.android.com/google-messages/index.html	(from https://www.android.com/)
17:48:13	514813/514813	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2000:38:00%20GMT	https://www.android.com/auto/	Android/Android/www.android.com/auto/index.html	(from https://www.android.com/)
17:48:14	2649/2649	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:48:14%20GMT	https://www.android.com/intl/da_dk/=w32	Android/Android/www.android.com/intl/da_dk/=w32.24.delayed	(from https://www.android.com/intl/da_dk/)
17:48:28	723478/723478	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/better-together/quick-share-app/	Android/Android/www.android.com/better-together/quick-share-app/index.html	(from https://www.android.com/)
17:48:29	964224/964224	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/why-android/	Android/Android/www.android.com/why-android/index.html	(from https://www.android.com/)
17:48:31	2649/2649	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:48:30%20GMT	https://www.android.com/intl/da_dk/=w180	Android/Android/www.android.com/intl/da_dk/=w180.25.delayed	(from https://www.android.com/intl/da_dk/)
17:48:57	438926/438926	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/phones/help-me-choose/	Android/Android/www.android.com/phones/help-me-choose/index.html	(from https://www.android.com/)
17:48:57	902486/902486	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/transfer-data-android-to-android/	Android/Android/www.android.com/transfer-data-android-to-android/index.html	(from https://www.android.com/)
17:48:58	1056556/1056556	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/switch-to-android/	Android/Android/www.android.com/switch-to-android/index.html	(from https://www.android.com/)
17:49:05	5776/5776	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2002%20Nov%202023%2022:48:00%20GMT	https://www.android.com/static/img/a14/android-logo.svg?cache=d0ed5b8	Android/Android/www.android.com/static/img/a14/android-logo423f.svg	(from https://www.android.com/intl/da_dk/)
17:49:16	376859/376859	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2000:38:00%20GMT	https://www.android.com/tablets/	Android/Android/www.android.com/tablets/index.html	(from https://www.android.com/)
17:49:17	1671736/1671736	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/phones/	Android/Android/www.android.com/phones/index.html	(from https://www.android.com/)
17:49:17	233/233	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20May%202024%2021:49:07%20GMT	https://www.android.com/why-switch-to-android/	Android/Android/www.android.com/why-switch-to-android/index.html	(from https://www.android.com/)
17:49:17	1031347/1031347	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/better-together/	Android/Android/www.android.com/better-together/index.html	(from https://www.android.com/)
17:49:18	2649/2649	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:49:18%20GMT	https://www.android.com/intl/de_be/=w16	Android/Android/www.android.com/intl/de_be/=w16.27.delayed	(from https://www.android.com/intl/de_be/)
17:49:19	526512/526512	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/build-android-bot/	Android/Android/www.android.com/build-android-bot/index.html	(from https://www.android.com/)
17:49:20	1484127/1484127	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/new-features-on-android/?category=whats-new&utm_source=homepage&utm_medium=owned&utm_campaign=y24q1spotlight/	Android/Android/www.android.com/new-features-on-android/index7d89.html	(from https://www.android.com/)
17:49:21	694567/694567	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/android-15-games/	Android/Android/www.android.com/android-15-games/index.html	(from https://www.android.com/)
17:49:22	2649/2649	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:49:21%20GMT	https://www.android.com/intl/de_be/=w32	Android/Android/www.android.com/intl/de_be/=w32.28.delayed	(from https://www.android.com/intl/de_be/)
17:49:24	734958/734958	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/safety/security/	Android/Android/www.android.com/safety/security/index.html	(from https://www.android.com/)
17:49:24	719082/719082	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/accessibility/vision/	Android/Android/www.android.com/accessibility/vision/index.html	(from https://www.android.com/)
17:49:25	825889/825889	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/learn-find-my-device/	Android/Android/www.android.com/learn-find-my-device/index.html	(from https://www.android.com/)
17:49:25	2649/2649	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:49:25%20GMT	https://www.android.com/intl/de_be/=w180	Android/Android/www.android.com/intl/de_be/=w180.29.delayed	(from https://www.android.com/intl/de_be/)
17:50:17	748108/748108	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/safety/privacy/	Android/Android/www.android.com/safety/privacy/index.html	(from https://www.android.com/)
17:50:34	240201/240201	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20May%202024%2009:08:00%20GMT	https://www.android.com/tv/	Android/Android/www.android.com/tv/index.html	(from https://www.android.com/)
17:50:36	717574/717574	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/accessibility/mobility/	Android/Android/www.android.com/accessibility/mobility/index.html	(from https://www.android.com/)
17:50:36	736784/736784	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/safety/physical-safety/	Android/Android/www.android.com/safety/physical-safety/index.html	(from https://www.android.com/)
17:50:36	736917/736917	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/accessibility/audio/	Android/Android/www.android.com/accessibility/audio/index.html	(from https://www.android.com/)
17:50:38	2649/2649	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2028%20May%202024%2021:50:37%20GMT	https://www.android.com/intl/de_de/=w16	Android/Android/www.android.com/intl/de_de/=w16.2a.delayed	(from https://www.android.com/intl/de_de/)
17:50:40	95909/95909	---MCZ	200	added ('OK')	text/html	date:Tue,%2014%20May%202024%2015:58:00%20GMT	https://www.android.com/articles/transfer-contacts/	Android/Android/www.android.com/articles/transfer-contacts/index.html	(from https://www.android.com/)
17:50:40	232/232	---M--	302	error ('Found')	text/html	date:Tue,%2028%20May%202024%2021:50:40%20GMT	https://www.android.com/enterprise/essentials/	Android/Android/www.android.com/enterprise/essentials/index.html	(from https://www.android.com/)
17:50:40	811283/811283	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20May%202024%2011:18:00%20GMT	https://www.android.com/get-the-message/	Android/Android/www.android.com/get-the-message/index.html	(from https://www.android.com/)
